scenario,sim,metric,value
S&TxV 18%,0,cancer_deaths,67324.79223345302
S&TxV 18%,0,cancer_incidence,609.4588326215744
S&TxV 18%,0,cancer_incidence_no_hiv,580.4743837714195
S&TxV 18%,0,cancer_incidence_with_hiv,3540.857645511627
S&TxV 18%,0,cancer_treatments,4170.0092
S&TxV 18%,0,cancers,68254.10976924862
S&TxV 18%,0,cancers_no_hiv,64143.67517767131
S&TxV 18%,0,cancers_with_hiv,3544.5076852937377
S&TxV 18%,0,dalys,1170607.4339448349
S&TxV 18%,0,excisions,0.0
S&TxV 18%,0,leeps,1191.4312
S&TxV 18%,0,screens,6141827.836
S&TxV 18%,0,txvs,1480651.1238
S&TxV 18%,0,vaccinations,13557295.6248
S&TxV 18%,0,yld,82099.740826215
S&TxV 18%,0,yll,1088507.6931186197
S&TxV 18%,1,ablations,28594.3488
S&TxV 18%,1,asr_cancer_incidence,945.302175108351
S&TxV 18%,1,cancer_deaths,99177.70157543574
S&TxV 18%,1,cancer_incidence,897.9656828641891
S&TxV 18%,1,cancer_incidence_no_hiv,853.1626914739609
S&TxV 18%,1,cancer_incidence_with_hiv,4928.332986354828
S&TxV 18%,1,cancer_treatments,5063.582600000001
S&TxV 18%,1,cancers,108578.09293857137
S&TxV 18%,1,cancers_no_hiv,102296.27858815355
S&TxV 18%,1,cancers_with_hiv,5456.754724099719
S&TxV 18%,1,dalys,2157540.5949969264
S&TxV 18%,1,excisions,0.0
S&TxV 18%,1,leeps,595.7156
S&TxV 18%,1,screens,8474352.2678
S&TxV 18%,1,txvs,3372346.0116
S&TxV 18%,1,vaccinations,13565337.7854
S&TxV 18%,1,yld,141050.0366491411
S&TxV 18%,1,yll,2016490.5583477851
S&TxV 18%,2,ablations,30381.495600000002
S&TxV 18%,2,asr_cancer_incidence,757.3581916181176
S&TxV 18%,2,cancer_deaths,78631.47203759378
S&TxV 18%,2,cancer_incidence,704.5282139778137
S&TxV 18%,2,cancer_incidence_no_hiv,666.3450102806091
S&TxV 18%,2,cancer_incidence_with_hiv,4265.176488637924
S&TxV 18%,2,cancer_treatments,3276.4358
S&TxV 18%,2,cancers,83328.68909240548
S&TxV 18%,2,cancers_no_hiv,78205.54095057973
S&TxV 18%,2,cancers_with_hiv,4533.395536998235
S&TxV 18%,2,dalys,1673551.369006814
S&TxV 18%,2,excisions,0.0
S&TxV 18%,2,leeps,2085.0046
S&TxV 18%,2,screens,7426488.5274
S&TxV 18%,2,txvs,2575278.5388
S&TxV 18%,2,vaccinations,13573677.8038
S&TxV 18%,2,yld,106157.18682984354
S&TxV 18%,2,yll,1567394.1821769704
S&TxV 18%,3,ablations,34849.3626
S&TxV 18%,3,asr_cancer_incidence,1089.841684402206
S&TxV 18%,3,cancer_deaths,111309.44809073384
S&TxV 18%,3,cancer_incidence,1040.0511729717255
S&TxV 18%,3,cancer_incidence_no_hiv,999.1090103387833
S&TxV 18%,3,cancer_incidence_with_hiv,4703.176332235336
S&TxV 18%,3,cancer_treatments,3276.4358
S&TxV 18%,3,cancers,126628.2718152832
S&TxV 18%,3,cancers_no_hiv,120417.94677726775
S&TxV 18%,3,cancers_with_hiv,5182.72550207323
S&TxV 18%,3,dalys,2490910.5361705716
S&TxV 18%,3,excisions,0.0
S&TxV 18%,3,leeps,1191.4312
S&TxV 18%,3,screens,9209763.175999999
S&TxV 18%,3,txvs,3981465.2126
S&TxV 18%,3,vaccinations,13587974.9782
S&TxV 18%,3,yld,167387.67446726552
S&TxV 18%,3,yll,2323522.861703306
S&TxV 18%,4,ablations,42593.6654
S&TxV 18%,4,asr_cancer_incidence,929.4871232826092
S&TxV 18%,4,cancer_deaths,92553.34611675065
S&TxV 18%,4,cancer_incidence,847.926206111908
S&TxV 18%,4,cancer_incidence_no_hiv,812.5809428095818
S&TxV 18%,4,cancer_incidence_with_hiv,4320.763003826141
S&TxV 18%,4,cancer_treatments,3574.2936
S&TxV 18%,4,cancers,98501.56515184167
S&TxV 18%,4,cancers_no_hiv,93226.50920308409
S&TxV 18%,4,cancers_with_hiv,4360.638026846128
S&TxV 18%,4,dalys,1774267.2844217694
S&TxV 18%,4,excisions,0.0
S&TxV 18%,4,leeps,4170.0092
S&TxV 18%,4,screens,7447338.5734
S&TxV 18%,4,txvs,2567236.3782
S&TxV 18%,4,vaccinations,13533764.8586
S&TxV 18%,4,yld,124049.63595128375
S&TxV 18%,4,yll,1650217.6484704858
S&TxV 18%,5,ablations,36934.3672
S&TxV 18%,5,asr_cancer_incidence,1225.4573668675687
S&TxV 18%,5,cancer_deaths,132826.69310835024
S&TxV 18%,5,cancer_incidence,1196.92343044281
S&TxV 18%,5,cancer_incidence_no_hiv,1152.5026214122772
S&TxV 18%,5,cancer_incidence_with_hiv,5617.1520819664
S&TxV 18%,5,cancer_treatments,6255.0138
S&TxV 18%,5,cancers,148872.28932547534
S&TxV 18%,5,cancers_no_hiv,142236.0296863212
S&TxV 18%,5,cancers_with_hiv,5665.255103431306
S&TxV 18%,5,dalys,3214477.6393996254
S&TxV 18%,5,excisions,0.0
S&TxV 18%,5,leeps,2680.7201999999997
S&TxV 18%,5,screens,10898021.1864
S&TxV 18%,5,txvs,5355185.3862
S&TxV 18%,5,vaccinations,13543892.0238
S&TxV 18%,5,yld,196219.92596233613
S&TxV 18%,5,yll,3018257.7134372895
S&TxV 18%,6,ablations,36338.6516
S&TxV 18%,6,asr_cancer_incidence,794.6723449383056
S&TxV 18%,6,cancer_deaths,80013.53220203114
S&TxV 18%,6,cancer_incidence,733.2774088382721
S&TxV 18%,6,cancer_incidence_no_hiv,701.4836581349373
S&TxV 18%,6,cancer_incidence_with_hiv,3666.7361726760864
S&TxV 18%,6,cancer_treatments,2382.8624
S&TxV 18%,6,cancers,85351.1433144641
S&TxV 18%,6,cancers_no_hiv,80650.95352657266
S&TxV 18%,6,cancers_with_hiv,4021.0801674019904
S&TxV 18%,6,dalys,1581482.012617703
S&TxV 18%,6,excisions,0.0
S&TxV 18%,6,leeps,893.5734
S&TxV 18%,6,screens,7049102.6948
S&TxV 18%,6,txvs,2232742.0688
S&TxV 18%,6,vaccinations,13585294.258
S&TxV 18%,6,yld,107659.8382333411
S&TxV 18%,6,yll,1473822.1743843618
S&TxV 18%,7,ablations,31572.9268
S&TxV 18%,7,asr_cancer_incidence,889.9452624641903
S&TxV 18%,7,cancer_deaths,93283.09593173978
S&TxV 18%,7,cancer_incidence,857.4197206497192
S&TxV 18%,7,cancer_incidence_no_hiv,819.40773665905
S&TxV 18%,7,cancer_incidence_with_hiv,4681.5882024765015
S&TxV 18%,7,cancer_treatments,4170.0092
S&TxV 18%,7,cancers,105245.06385602328
S&TxV 18%,7,cancers_no_hiv,99716.830209879
S&TxV 18%,7,cancers_with_hiv,4768.703187081059
S&TxV 18%,7,dalys,2118387.686686901
S&TxV 18%,7,excisions,0.0
S&TxV 18%,7,leeps,2382.8624
S&TxV 18%,7,screens,8386484.2168
S&TxV 18%,7,txvs,3335113.7865999998
S&TxV 18%,7,vaccinations,13554614.9046
S&TxV 18%,7,yld,138925.46180777263
S&TxV 18%,7,yll,1979462.2248791282
S&TxV 18%,8,ablations,32168.6424
S&TxV 18%,8,asr_cancer_incidence,837.2279883104327
S&TxV 18%,8,cancer_deaths,86962.55530575519
S&TxV 18%,8,cancer_incidence,785.3980476856232
S&TxV 18%,8,cancer_incidence_no_hiv,754.388794541359
S&TxV 18%,8,cancer_incidence_with_hiv,3594.0726912021637
S&TxV 18%,8,cancer_treatments,5063.5826
S&TxV 18%,8,cancers,93306.92609312215
S&TxV 18%,8,cancers_no_hiv,88737.79244327387
S&TxV 18%,8,cancers_with_hiv,3910.8727949613854
S&TxV 18%,8,dalys,1927759.0821158146
S&TxV 18%,8,excisions,0.0
S&TxV 18%,8,leeps,1191.4312
S&TxV 18%,8,screens,7968589.7234
S&TxV 18%,8,txvs,3000619.4772
S&TxV 18%,8,vaccinations,13571890.657
S&TxV 18%,8,yld,120076.6855769723
S&TxV 18%,8,yll,1807682.3965388422
S&TxV 18%,9,ablations,33360.0736
S&TxV 18%,9,asr_cancer_incidence,793.6155785877331
S&TxV 18%,9,cancer_deaths,77931.5072490707
S&TxV 18%,9,cancer_incidence,710.9858729839325
S&TxV 18%,9,cancer_incidence_no_hiv,673.2057503461838
S&TxV 18%,9,cancer_incidence_with_hiv,4317.228124141693
S&TxV 18%,9,cancer_treatments,3872.1513999999997
S&TxV 18%,9,cancers,79998.6400757735
S&TxV 18%,9,cancers_no_hiv,74860.59798405135
S&TxV 18%,9,cancers_with_hiv,4482.759699369556
S&TxV 18%,9,dalys,1377077.1261694885
S&TxV 18%,9,excisions,0.0
S&TxV 18%,9,leeps,893.5734
S&TxV 18%,9,screens,6569551.6367999995
S&TxV 18%,9,txvs,1820804.7314
S&TxV 18%,9,vaccinations,13522446.2622
S&TxV 18%,9,yld,97894.96785126667
S&TxV 18%,9,yll,1279182.1583182218
S&TxV 35%,0,ablations,65826.5738
S&TxV 35%,0,asr_cancer_incidence,637.9914072733856
S&TxV 35%,0,cancer_deaths,62457.79606777595
S&TxV 35%,0,cancer_incidence,566.1342698335648
S&TxV 35%,0,cancer_incidence_no_hiv,539.5403757691383
S&TxV 35%,0,cancer_incidence_with_hiv,3172.988585472107
S&TxV 35%,0,cancer_treatments,8935.734
S&TxV 35%,0,cancers,63202.441417734735
S&TxV 35%,0,cancers_no_hiv,59446.457286770914
S&TxV 35%,0,cancers_with_hiv,3213.885529135685
S&TxV 35%,0,dalys,1082347.5514445864
S&TxV 35%,0,excisions,0.0
S&TxV 35%,0,leeps,3276.4358
S&TxV 35%,0,screens,11778190.9854
S&TxV 35%,0,txvs,2886242.082
S&TxV 35%,0,vaccinations,13560869.918399999
S&TxV 35%,0,yld,75991.04539208759
S&TxV 35%,0,yll,1006356.5060524988
S&TxV 35%,1,ablations,65528.716
S&TxV 35%,1,asr_cancer_incidence,802.4883111514371
S&TxV 35%,1,cancer_deaths,81642.81569310137
S&TxV 35%,1,cancer_incidence,743.3795076012611
S&TxV 35%,1,cancer_incidence_no_hiv,699.6295300126076
S&TxV 35%,1,cancer_incidence_with_hiv,4571.29154253006
S&TxV 35%,1,cancer_treatments,9233.5918
S&TxV 35%,1,cancers,87266.370289917
S&TxV 35%,1,cancers_no_hiv,81440.27673385545
S&TxV 35%,1,cancers_with_hiv,5141.02544706752
S&TxV 35%,1,dalys,1625395.2126480173
S&TxV 35%,1,excisions,0.0
S&TxV 35%,1,leeps,2085.0046
S&TxV 35%,1,screens,14705239.586
S&TxV 35%,1,txvs,5314378.8676
S&TxV 35%,1,vaccinations,13537041.2944
S&TxV 35%,1,yld,111067.69871811954
S&TxV 35%,1,yll,1514327.5139298977
S&TxV 35%,2,ablations,60465.1334
S&TxV 35%,2,asr_cancer_incidence,663.5670519702174
S&TxV 35%,2,cancer_deaths,67747.75017627802
S&TxV 35%,2,cancer_incidence,604.3188586831093
S&TxV 35%,2,cancer_incidence_no_hiv,568.2492153644562
S&TxV 35%,2,cancer_incidence_with_hiv,3870.6978080272675
S&TxV 35%,2,cancer_treatments,7744.3027999999995
S&TxV 35%,2,cancers,69481.28255461308
S&TxV 35%,2,cancers_no_hiv,64760.24048422041
S&TxV 35%,2,cancers_with_hiv,4164.05187491812
S&TxV 35%,2,dalys,1294270.4900801177
S&TxV 35%,2,excisions,0.0
S&TxV 35%,2,leeps,2680.7201999999997
S&TxV 35%,2,screens,13003280.116799999
S&TxV 35%,2,txvs,3949296.5702
S&TxV 35%,2,vaccinations,13534658.432
S&TxV 35%,2,yld,85599.61773826763
S&TxV 35%,2,yll,1208670.87234185
S&TxV 35%,3,ablations,75060.16560000001
S&TxV 35%,3,asr_cancer_incidence,1034.0004162821222
S&TxV 35%,3,cancer_deaths,106350.11624269286
S&TxV 35%,3,cancer_incidence,987.7470589876175
S&TxV 35%,3,cancer_incidence_no_hiv,946.7605965137482
S&TxV 35%,3,cancer_incidence_with_hiv,4633.340219259262
S&TxV 35%,3,cancer_treatments,6255.013800000001
S&TxV 35%,3,cancers,120203.48061654107
S&TxV 35%,3,cancers_no_hiv,114070.59748464661
S&TxV 35%,3,cancers_with_hiv,5126.132527995822
S&TxV 35%,3,dalys,2354465.6739588846
S&TxV 35%,3,excisions,0.0
S&TxV 35%,3,leeps,4467.867
S&TxV 35%,3,screens,17972441.7942
S&TxV 35%,3,txvs,7929272.4938
S&TxV 35%,3,vaccinations,13565635.643199999
S&TxV 35%,3,yld,159205.38864593158
S&TxV 35%,3,yll,2195260.285312953
S&TxV 35%,4,ablations,81017.3216
S&TxV 35%,4,asr_cancer_incidence,839.8122443965888
S&TxV 35%,4,cancer_deaths,82521.4969163566
S&TxV 35%,4,cancer_incidence,750.5525997281075
S&TxV 35%,4,cancer_incidence_no_hiv,715.5547906160355
S&TxV 35%,4,cancer_incidence_with_hiv,4185.245391130447
S&TxV 35%,4,cancer_treatments,8042.1606
S&TxV 35%,4,cancers,85583.47459306657
S&TxV 35%,4,cancers_no_hiv,80427.5601676958
S&TxV 35%,4,cancers_with_hiv,4277.237862463976
S&TxV 35%,4,dalys,1473519.0925771748
S&TxV 35%,4,excisions,0.0
S&TxV 35%,4,leeps,4467.867
S&TxV 35%,4,screens,13316924.3802
S&TxV 35%,4,txvs,4177753.5028
S&TxV 35%,4,vaccinations,13534062.7164
S&TxV 35%,4,yld,105213.47222717396
S&TxV 35%,4,yll,1368305.620350001
S&TxV 35%,5,ablations,78634.4592
S&TxV 35%,5,asr_cancer_incidence,1082.810163467257
S&TxV 35%,5,cancer_deaths,116027.5160099693
S&TxV 35%,5,cancer_incidence,1041.251667022705
S&TxV 35%,5,cancer_incidence_no_hiv,1000.3773033618927
S&TxV 35%,5,cancer_incidence_with_hiv,4930.636207103729
S&TxV 35%,5,cancer_treatments,10425.023000000001
S&TxV 35%,5,cancers,127081.01746371978
S&TxV 35%,5,cancers_no_hiv,121055.36310414037
S&TxV 35%,5,cancers_with_hiv,5152.93971552655
S&TxV 35%,5,dalys,2666323.941151931
S&TxV 35%,5,excisions,0.0
S&TxV 35%,5,leeps,3276.4358
S&TxV 35%,5,screens,19660699.8046
S&TxV 35%,5,txvs,9244314.6808
S&TxV 35%,5,vaccinations,13525126.9824
S&TxV 35%,5,yld,164192.11153619803
S&TxV 35%,5,yll,2502131.829615733
S&TxV 35%,6,ablations,67613.7206
S&TxV 35%,6,asr_cancer_incidence,699.9033216633837
S&TxV 35%,6,cancer_deaths,68748.55185759206
S&TxV 35%,6,cancer_incidence,628.0775274336338
S&TxV 35%,6,cancer_incidence_no_hiv,596.5458613336086
S&TxV 35%,6,cancer_incidence_with_hiv,3561.252425670624
S&TxV 35%,6,cancer_treatments,5063.5826
S&TxV 35%,6,cancers,71107.58531733193
S&TxV 35%,6,cancers_no_hiv,66612.91584452038
S&TxV 35%,6,cancers_with_hiv,3863.2155502458213
S&TxV 35%,6,dalys,1239107.6976793814
S&TxV 35%,6,excisions,0.0
S&TxV 35%,6,leeps,2085.0046
S&TxV 35%,6,screens,12437648.1546
S&TxV 35%,6,txvs,3401536.076
S&TxV 35%,6,vaccinations,13558189.1982
S&TxV 35%,6,yld,87007.06064987893
S&TxV 35%,6,yll,1152100.6370295023
S&TxV 35%,7,ablations,65230.8582
S&TxV 35%,7,asr_cancer_incidence,780.9893031310909
S&TxV 35%,7,cancer_deaths,80534.78396619849
S&TxV 35%,7,cancer_incidence,736.0087167024612
S&TxV 35%,7,cancer_incidence_no_hiv,698.6941390037537
S&TxV 35%,7,cancer_incidence_with_hiv,4492.930324792862
S&TxV 35%,7,cancer_treatments,7148.5872
S&TxV 35%,7,cancers,88475.67187065771
S&TxV 35%,7,cancers_no_hiv,83245.29461198402
S&TxV 35%,7,cancers_with_hiv,4530.416960174419
S&TxV 35%,7,dalys,1726900.3847406954
S&TxV 35%,7,excisions,0.0
S&TxV 35%,7,leeps,2680.7201999999997
S&TxV 35%,7,screens,15196704.956
S&TxV 35%,7,txvs,5721848.338
S&TxV 35%,7,vaccinations,13540317.7302
S&TxV 35%,7,yld,115001.89807083008
S&TxV 35%,7,yll,1611898.4866698652
S&TxV 35%,8,ablations,68209.43620000001
S&TxV 35%,8,asr_cancer_incidence,786.6564715636058
S&TxV 35%,8,cancer_deaths,81398.5717227911
S&TxV 35%,8,cancer_incidence,736.6903933882713
S&TxV 35%,8,cancer_incidence_no_hiv,704.1238122582436
S&TxV 35%,8,cancer_incidence_with_hiv,3922.7452490329742
S&TxV 35%,8,cancer_treatments,10722.880799999999
S&TxV 35%,8,cancers,87519.54883726248
S&TxV 35%,8,cancers_no_hiv,82878.92976973159
S&TxV 35%,8,cancers_with_hiv,4047.8873671383926
S&TxV 35%,8,dalys,1801331.5541778863
S&TxV 35%,8,excisions,0.0
S&TxV 35%,8,leeps,1489.289
S&TxV 35%,8,screens,15360526.746
S&TxV 35%,8,txvs,5865117.9398
S&TxV 35%,8,vaccinations,13514404.1016
S&TxV 35%,8,yld,111919.39788786133
S&TxV 35%,8,yll,1689412.156290025
S&TxV 35%,9,ablations,68805.1518
S&TxV 35%,9,asr_cancer_incidence,724.4263558451213
S&TxV 35%,9,cancer_deaths,69808.92546873805
S&TxV 35%,9,cancer_incidence,635.4762686491013
S&TxV 35%,9,cancer_incidence_no_hiv,598.7418046593666
S&TxV 35%,9,cancer_incidence_with_hiv,4161.106554269791
S&TxV 35%,9,cancer_treatments,7744.3028
S&TxV 35%,9,cancers,70106.7831627706
S&TxV 35%,9,cancers_no_hiv,65183.19844979234
S&TxV 35%,9,cancers_with_hiv,4324.895099412292
S&TxV 35%,9,dalys,1161117.1468055146
S&TxV 35%,9,excisions,0.0
S&TxV 35%,9,leeps,3276.4358
S&TxV 35%,9,screens,11999201.473
S&TxV 35%,9,txvs,3010150.9268
S&TxV 35%,9,vaccinations,13542104.877
S&TxV 35%,9,yld,83380.21493189511
S&TxV 35%,9,yll,1077736.9318736196
S&TxV 70%,0,ablations,151013.90459999998
S&TxV 70%,0,asr_cancer_incidence,531.9669997708404
S&TxV 70%,0,cancer_deaths,51386.42204236618
S&TxV 70%,0,cancer_incidence,459.5226156413555
S&TxV 70%,0,cancer_incidence_no_hiv,433.82104167342186
S&TxV 70%,0,cancer_incidence_with_hiv,3021.8344655036926
S&TxV 70%,0,cancer_treatments,22935.0506
S&TxV 70%,0,cancers,49661.826205625126
S&TxV 70%,0,cancers_no_hiv,46191.78572603981
S&TxV 70%,0,cancers_with_hiv,3026.235142631741
S&TxV 70%,0,dalys,773991.8474431194
S&TxV 70%,0,excisions,0.0
S&TxV 70%,0,leeps,5957.156
S&TxV 70%,0,screens,21734385.808199998
S&TxV 70%,0,txvs,4518204.9682
S&TxV 70%,0,vaccinations,13553125.6156
S&TxV 70%,0,yld,56949.57432277719
S&TxV 70%,0,yll,717042.2731203423
S&TxV 70%,1,ablations,146546.0376
S&TxV 70%,1,asr_cancer_incidence,682.001676084041
S&TxV 70%,1,cancer_deaths,69022.58204775046
S&TxV 70%,1,cancer_incidence,615.9675185680389
S&TxV 70%,1,cancer_incidence_no_hiv,575.8455139994621
S&TxV 70%,1,cancer_incidence_with_hiv,4083.2633543014526
S&TxV 70%,1,cancer_treatments,20850.046
S&TxV 70%,1,cancers,70762.07142716223
S&TxV 70%,1,cancers_no_hiv,65540.62758432025
S&TxV 70%,1,cancers_with_hiv,4616.795726901343
S&TxV 70%,1,dalys,1244770.3737354418
S&TxV 70%,1,excisions,0.0
S&TxV 70%,1,leeps,5659.2982
S&TxV 70%,1,screens,28054928.3242
S&TxV 70%,1,txvs,9588936.1554
S&TxV 70%,1,vaccinations,13551040.611
S&TxV 70%,1,yld,87349.67037719992
S&TxV 70%,1,yll,1157420.7033582418
S&TxV 70%,2,ablations,127185.2806
S&TxV 70%,2,asr_cancer_incidence,560.4857121731272
S&TxV 70%,2,cancer_deaths,56864.02708995636
S&TxV 70%,2,cancer_incidence,499.23989206552505
S&TxV 70%,2,cancer_incidence_no_hiv,464.3466141819954
S&TxV 70%,2,cancer_incidence_with_hiv,3639.276021003723
S&TxV 70%,2,cancer_treatments,15786.4634
S&TxV 70%,2,cancers,56375.540564084455
S&TxV 70%,2,cancers_no_hiv,51988.0981681088
S&TxV 70%,2,cancers_with_hiv,3961.5085937538274
S&TxV 70%,2,dalys,1018305.4157273198
S&TxV 70%,2,excisions,0.0
S&TxV 70%,2,leeps,6850.7294
S&TxV 70%,2,screens,25588070.0246
S&TxV 70%,2,txvs,7538185.2024
S&TxV 70%,2,vaccinations,13512914.8126
S&TxV 70%,2,yld,67284.24522785083
S&TxV 70%,2,yll,951021.170499469
S&TxV 70%,3,ablations,162034.6432
S&TxV 70%,3,asr_cancer_incidence,772.8872305571052
S&TxV 70%,3,cancer_deaths,75045.26530259807
S&TxV 70%,3,cancer_incidence,695.0986860394478
S&TxV 70%,3,cancer_incidence_no_hiv,656.9105215668678
S&TxV 70%,3,cancer_incidence_with_hiv,4026.101454257965
S&TxV 70%,3,cancer_treatments,18467.1836
S&TxV 70%,3,cancers,79441.64576310302
S&TxV 70%,3,cancers_no_hiv,74285.73226813754
S&TxV 70%,3,cancers_with_hiv,4467.8668180244895
S&TxV 70%,3,dalys,1353437.2204336445
S&TxV 70%,3,excisions,0.0
S&TxV 70%,3,leeps,7446.445
S&TxV 70%,3,screens,28362913.2894
S&TxV 70%,3,txvs,9658337.0228
S&TxV 70%,3,vaccinations,13544487.7394
S&TxV 70%,3,yld,98613.54351244918
S&TxV 70%,3,yll,1254823.6769211954
S&TxV 70%,4,ablations,179906.11119999998
S&TxV 70%,4,asr_cancer_incidence,687.926980797921
S&TxV 70%,4,cancer_deaths,65341.06007489385
S&TxV 70%,4,cancer_incidence,591.2677059173584
S&TxV 70%,4,cancer_incidence_no_hiv,558.2660443484783
S&TxV 70%,4,cancer_incidence_with_hiv,3809.06516122818
S&TxV 70%,4,cancer_treatments,17871.468
S&TxV 70%,4,cancers,64867.46698461559
S&TxV 70%,4,cancers_no_hiv,60286.41663127621
S&TxV 70%,4,cancers_with_hiv,3869.1726916877806
S&TxV 70%,4,dalys,1012087.6491925195
S&TxV 70%,4,excisions,0.0
S&TxV 70%,4,leeps,7744.3028
S&TxV 70%,4,screens,24231327.7456
S&TxV 70%,4,txvs,6386369.0898
S&TxV 70%,4,vaccinations,13541211.3036
S&TxV 70%,4,yld,76445.04715492057
S&TxV 70%,4,yll,935642.602037599
S&TxV 70%,5,ablations,193607.57
S&TxV 70%,5,asr_cancer_incidence,865.5503341029857
S&TxV 70%,5,cancer_deaths,90155.59011083236
S&TxV 70%,5,cancer_incidence,803.6573312282562
S&TxV 70%,5,cancer_incidence_no_hiv,765.1286121606827
S&TxV 70%,5,cancer_incidence_with_hiv,4437.940106630325
S&TxV 70%,5,cancer_treatments,24722.197399999997
S&TxV 70%,5,cancers,94977.90691566825
S&TxV 70%,5,cancers_no_hiv,89670.0872138239
S&TxV 70%,5,cancers_with_hiv,4640.624339827468
S&TxV 70%,5,dalys,1885265.1400192895
S&TxV 70%,5,excisions,0.0
S&TxV 70%,5,leeps,9233.5918
S&TxV 70%,5,screens,35904672.7854
S&TxV 70%,5,txvs,15463287.687
S&TxV 70%,5,vaccinations,13548359.8908
S&TxV 70%,5,yld,118832.15132396878
S&TxV 70%,5,yll,1766432.9886953207
S&TxV 70%,6,ablations,151013.90459999998
S&TxV 70%,6,asr_cancer_incidence,597.0193578075116
S&TxV 70%,6,cancer_deaths,58448.63020655962
S&TxV 70%,6,cancer_incidence,527.7573130428791
S&TxV 70%,6,cancer_incidence_no_hiv,499.4769706428051
S&TxV 70%,6,cancer_incidence_with_hiv,3037.731624364853
S&TxV 70%,6,cancer_treatments,16977.8946
S&TxV 70%,6,cancers,58892.43874916716
S&TxV 70%,6,cancers_no_hiv,55005.39791592514
S&TxV 70%,6,cancers_with_hiv,3374.7287630615147
S&TxV 70%,6,dalys,980667.6701244097
S&TxV 70%,6,excisions,0.0
S&TxV 70%,6,leeps,8340.0184
S&TxV 70%,6,screens,24217328.429
S&TxV 70%,6,txvs,6522192.2466
S&TxV 70%,6,vaccinations,13586187.8314
S&TxV 70%,6,yld,70179.44551802613
S&TxV 70%,6,yll,910488.2246063836
S&TxV 70%,7,ablations,143865.3174
S&TxV 70%,7,asr_cancer_incidence,613.3628248618021
S&TxV 70%,7,cancer_deaths,61251.47205023327
S&TxV 70%,7,cancer_incidence,556.9360772967339
S&TxV 70%,7,cancer_incidence_no_hiv,526.1383538842201
S&TxV 70%,7,cancer_incidence_with_hiv,3512.220944404602
S&TxV 70%,7,cancer_treatments,14297.174399999998
S&TxV 70%,7,cancers,64161.5428848145
S&TxV 70%,7,cancers_no_hiv,60083.873001140586
S&TxV 70%,7,cancers_with_hiv,3553.4434074431374
S&TxV 70%,7,dalys,1118957.3497546888
S&TxV 70%,7,excisions,0.0
S&TxV 70%,7,leeps,6850.7294
S&TxV 70%,7,screens,25922862.1918
S&TxV 70%,7,txvs,7794640.7682
S&TxV 70%,7,vaccinations,13586783.547
S&TxV 70%,7,yld,79208.41595406322
S&TxV 70%,7,yll,1039748.9338006257
S&TxV 70%,8,ablations,157864.634
S&TxV 70%,8,asr_cancer_incidence,620.6931067747519
S&TxV 70%,8,cancer_deaths,63238.183809228496
S&TxV 70%,8,cancer_incidence,559.4671374559402
S&TxV 70%,8,cancer_incidence_no_hiv,530.6584140658379
S&TxV 70%,8,cancer_incidence_with_hiv,3177.464267015457
S&TxV 70%,8,cancer_treatments,21445.7616
S&TxV 70%,8,cancers,64033.46438320342
S&TxV 70%,8,cancers_no_hiv,60039.194604547694
S&TxV 70%,8,cancers_with_hiv,3431.321714946787
S&TxV 70%,8,dalys,1223107.1945721612
S&TxV 70%,8,excisions,0.0
S&TxV 70%,8,leeps,5659.298199999999
S&TxV 70%,8,screens,27694520.3862
S&TxV 70%,8,txvs,9160020.9234
S&TxV 70%,8,vaccinations,13550444.8954
S&TxV 70%,8,yld,78065.01573986078
S&TxV 70%,8,yll,1145042.1788323002
S&TxV 70%,9,ablations,160545.3542
S&TxV 70%,9,asr_cancer_incidence,631.9649352214412
S&TxV 70%,9,cancer_deaths,60917.87082347638
S&TxV 70%,9,cancer_incidence,546.5357367247343
S&TxV 70%,9,cancer_incidence_no_hiv,513.0867977291346
S&TxV 70%,9,cancer_incidence_with_hiv,3635.9736268520355
S&TxV 70%,9,cancer_treatments,17573.610200000003
S&TxV 70%,9,cancers,59371.989481874836
S&TxV 70%,9,cancers_no_hiv,54993.48363526043
S&TxV 70%,9,cancers_with_hiv,3845.344033822582
S&TxV 70%,9,dalys,926698.1234401882
S&TxV 70%,9,excisions,0.0
S&TxV 70%,9,leeps,6255.0138
S&TxV 70%,9,screens,23054491.5778
S&TxV 70%,9,txvs,5514241.4514
S&TxV 70%,9,vaccinations,13548955.6064
S&TxV 70%,9,yld,68660.45917046805
S&TxV 70%,9,yll,858037.6642697202
S&TxV&T&T 18%,0,ablations,534654.7509999999
S&TxV&T&T 18%,0,asr_cancer_incidence,697.7058521861936
S&TxV&T&T 18%,0,cancer_deaths,68775.35944291682
S&TxV&T&T 18%,0,cancer_incidence,624.3208031356335
S&TxV&T&T 18%,0,cancer_incidence_no_hiv,595.8465287387371
S&TxV&T&T 18%,0,cancer_incidence_with_hiv,3453.012605190277
S&TxV&T&T 18%,0,cancer_treatments,72975.161
S&TxV&T&T 18%,0,cancers,69919.13417159716
S&TxV&T&T 18%,0,cancers_no_hiv,65868.27137115096
S&TxV&T&T 18%,0,cancers_with_hiv,3470.043238622558
S&TxV&T&T 18%,0,dalys,1210112.482283791
S&TxV&T&T 18%,0,excisions,0.0
S&TxV&T&T 18%,0,leeps,24424.3396
S&TxV&T&T 18%,0,screens,6053364.069399999
